session_id,msisdn,package_code,used_imei,session_time,network_type,payload_mb
CDR000075467,81142595843,PKG-009,350000009999999,2023-08-16 13:43:00,4G,1376.83
CDR000075468,82166804793,PKG-006,350000000001633,2023-06-05 05:11:00,4G,1614.0
CDR000075469,85228055028,PKG-007,350000000536302,2023-06-11 04:53:00,4G,430.7
CDR000075470,82124235103,PKG-008,350000000485991,2023-06-04 02:35:00,3G,1511.77
CDR000075471,85255756139,PKG-002,350000000007865,2023-01-28 17:09:00,5G,1230.94
CDR000075472,81212425445,PKG-001,350000000005574,2023-11-19 01:20:00,5G,843.94
CDR000075473,85241839230,PKG-007,350000000007599,2023-05-09 17:22:00,4G,1241.75
CDR000075474,81160170793,PKG-008,350000000004293,2023-03-04 17:50:00,5G,1720.83
CDR000075475,81238551147,PKG-007,350000000433337,2023-08-31 01:50:00,3G,1213.56
CDR000075476,85237080332,PKG-008,350000009999999,2023-10-22 18:01:00,4G,1508.97
CDR000075477,82272737571,PKG-003,350000009999999,2023-09-16 16:49:00,4G,322.93
CDR000075478,82169427859,PKG-006,350000000347549,2023-05-11 10:45:00,4G,168.51
CDR000075479,82152408003,PKG-005,350000000002524,2023-02-04 02:42:00,5G,764.21
CDR000075480,82172686283,PKG-009,350000000008814,2023-05-26 20:04:00,5G,943.08
CDR000075481,82114283098,PKG-003,350000000005392,2023-05-02 04:02:00,4G,1462.89
CDR000075482,82158236292,PKG-001,350000000722851,2023-10-22 03:09:00,4G,327.99
CDR000075483,81264432329,PKG-006,350000000003197,2023-08-24 12:58:00,4G,571.91
CDR000075484,85212900272,PKG-003,350000000001444,2023-05-04 17:46:00,4G,1572.69
CDR000075485,85274435942,PKG-007,350000000005465,2023-03-05 11:29:00,4G,1107.44
CDR000075486,82273686646,PKG-001,350000000002479,2023-10-09 17:34:00,3G,1340.93
CDR000075487,81248124357,PKG-007,350000000006458,2023-02-18 00:49:00,4G,1274.47
CDR000075488,81122517508,PKG-002,350000000591617,2023-09-01 08:24:00,4G,325.13
CDR000075489,81216551617,PKG-004,350000000003160,2023-04-30 09:29:00,5G,985.67
CDR000075490,81140904633,PKG-008,350000000008702,2023-04-25 06:16:00,4G,1215.07
CDR000075491,82190669395,PKG-008,350000000004451,2023-06-10 17:56:00,5G,1761.14
CDR000075492,81158661452,PKG-007,350000000008350,2023-03-20 15:17:00,4G,937.34
CDR000075493,81216044325,PKG-009,350000000008847,2023-10-05 13:17:00,4G,1671.29
CDR000075494,82125239045,PKG-006,350000000005800,2023-04-13 11:15:00,4G,1407.16
CDR000075496,85295010831,PKG-009,350000000005538,2023-04-30 21:03:00,4G,1208.54
CDR000075497,85296098408,PKG-001,350000000119079,2023-07-28 06:54:00,4G,1281.37
CDR000075498,81124606140,PKG-009,350000000007256,2023-09-16 22:22:00,5G,1960.85
CDR000075499,85229863323,PKG-007,350000000003482,2023-06-14 05:07:00,4G,908.73
CDR000075500,81157153696,PKG-009,350000000006726,2023-07-09 22:47:00,4G,1762.02
CDR000075501,81110997786,PKG-010,350000000362120,2023-07-21 00:41:00,4G,1068.61
CDR000075502,85270972415,PKG-010,350000000003998,2023-02-09 17:38:00,3G,890.0
CDR000075503,81298446813,PKG-010,350000000007834,2023-10-14 16:53:00,5G,1838.38
CDR000075505,81137378029,PKG-003,350000000001064,2023-03-16 01:41:00,4G,1446.91
CDR000075506,82193953547,PKG-006,350000000002211,2023-08-22 02:18:00,4G,2047.58
CDR000075507,81238595590,PKG-008,350000000006953,2023-06-16 17:36:00,4G,1857.62
CDR000075508,82292378779,PKG-009,350000000001801,2023-04-05 00:13:00,3G,835.57
CDR000075509,82269343150,PKG-006,350000000008000,2023-06-27 07:14:00,5G,44.89
CDR000075510,81151356632,PKG-009,350000000004469,2023-07-08 14:12:00,4G,512.8
CDR000075511,81253460172,PKG-004,350000000729175,2023-08-04 21:21:00,4G,466.69
CDR000075512,81238538510,PKG-005,350000000385619,2023-11-07 20:13:00,5G,2046.44
CDR000075514,81148227727,PKG-007,350000000008773,2023-04-24 17:42:00,3G,967.5
CDR000075515,85264699121,PKG-008,350000000003987,2023-09-19 18:07:00,4G,454.94
CDR000075516,81229053228,PKG-006,350000000486814,2023-06-07 15:24:00,4G,1759.91
CDR000075517,81136726011,PKG-006,350000000004190,2023-08-19 09:38:00,4G,0.01
CDR000075518,81224842843,PKG-003,350000000007041,2023-10-21 17:42:00,4G,1805.13
CDR000075519,82148482837,PKG-009,350000009999999,2023-06-02 15:26:00,4G,1764.41
CDR000075520,81269197522,PKG-010,350000000005688,2023-11-23 03:41:00,4G,652.68
CDR000075521,81139430129,PKG-001,350000000007717,2023-10-11 02:37:00,4G,1666.93
CDR000075522,85265868200,PKG-002,350000000007155,2023-11-20 12:27:00,5G,589.7
CDR000075523,82279230132,PKG-002,350000000006688,2023-06-30 19:33:00,4G,1000.04
CDR000075524,81240875795,PKG-005,350000000483573,2023-02-03 09:36:00,4G,1634.23
CDR000075525,82114719944,PKG-010,350000000006678,2023-05-09 10:57:00,4G,492.9
CDR000075526,85222696627,PKG-002,350000000001567,2023-03-18 03:34:00,4G,1760.56
CDR000075527,81195001625,PKG-002,350000000006617,2023-07-21 20:06:00,4G,1646.5
CDR000075528,81123256262,PKG-005,350000000003310,2023-05-05 07:13:00,3G,1914.22
CDR000075529,82274949032,PKG-004,350000000004754,2023-06-09 04:16:00,4G,2003.25
CDR000075530,81113838941,PKG-003,350000000005252,2023-07-26 04:13:00,4G,123.48
CDR000075531,82198672842,PKG-008,350000000005493,2023-03-24 14:09:00,5G,689.09
CDR000075533,81183755482,PKG-008,350000000006583,2023-09-04 15:02:00,4G,636.21
CDR000075534,82110753372,PKG-007,350000000435020,2023-01-24 22:39:00,4G,909.69
CDR000075535,81260748534,PKG-001,350000000007080,2023-03-31 22:36:00,4G,108.77
CDR000075536,82296621831,PKG-010,350000009999999,2023-06-27 04:40:00,4G,1849.17
CDR000075537,82288770004,PKG-008,350000000002296,2023-10-21 22:37:00,4G,114.29
CDR000075538,85266704994,PKG-009,350000000007203,2023-08-10 05:58:00,3G,1251.98
CDR000075539,81211520809,PKG-004,350000000336775,2023-07-14 12:04:00,4G,1883.95
CDR000075540,82275066765,PKG-005,350000000002553,2023-10-07 12:57:00,5G,1695.55
CDR000075541,85278016195,PKG-007,350000000421997,2023-05-07 17:54:00,4G,1279.01
CDR000075542,85220792909,PKG-005,350000000006347,2023-10-24 15:03:00,4G,1151.44
CDR000075543,82135897975,PKG-001,350000000004033,2023-04-12 21:07:00,4G,603.74
CDR000075544,85287935653,PKG-009,350000000005924,2023-08-07 12:50:00,4G,1553.03
CDR000075545,82151956487,PKG-005,350000000001268,2023-07-19 16:57:00,3G,96.18
CDR000075546,81211766450,PKG-008,350000000002405,2023-11-01 02:35:00,4G,1932.7
CDR000075547,85237359172,PKG-007,350000000864215,2023-10-11 04:16:00,4G,894.02
CDR000075548,81165071234,PKG-009,350000000146401,2023-04-14 12:03:00,4G,1792.97
CDR000075549,85286441662,PKG-004,350000000008000,2023-03-27 11:13:00,5G,1045.06
CDR000075550,81273673432,PKG-001,350000000002945,2023-05-20 08:42:00,5G,237.84
CDR000075551,82246252827,PKG-008,350000009999999,2023-01-23 16:21:00,4G,871.41
CDR000075552,82156785469,PKG-010,350000000008544,2023-11-22 13:03:00,5G,1598.73
CDR000075553,81142630185,PKG-003,350000000007196,2023-09-23 01:15:00,3G,781.58
CDR000075555,81245911125,PKG-007,350000000005119,2023-05-10 05:54:00,4G,1243.6
CDR000075556,82198288371,PKG-007,350000000003937,2023-04-27 19:46:00,4G,526.74
CDR000075557,82223472731,PKG-003,350000000005186,2023-11-28 21:01:00,5G,1197.05
CDR000075558,81156571207,PKG-003,350000000008334,2023-11-25 12:29:00,4G,1042.24
CDR000075559,81270972454,PKG-002,350000000002764,2023-08-26 07:55:00,4G,1507.67
CDR000075560,81288731119,PKG-007,350000000001698,2023-10-05 20:28:00,5G,1082.35
CDR000075561,82125675788,PKG-001,350000000007827,2023-10-05 10:29:00,4G,1709.81
CDR000075562,82283182058,PKG-001,350000000142822,2023-10-15 10:37:00,4G,461.19
CDR000075563,81269118156,PKG-001,350000000006432,2023-09-06 22:44:00,3G,346.16
CDR000075564,82263922597,PKG-008,350000000005183,2023-06-02 08:01:00,4G,1716.6
CDR000075565,82115204623,PKG-001,350000000006241,2023-09-16 15:21:00,4G,377.38
CDR000075566,81166982268,PKG-004,350000000304692,2023-06-02 12:56:00,4G,333.69
CDR000075567,85280879787,PKG-006,350000000888170,2023-05-05 09:58:00,4G,1901.29
CDR000075568,81185442020,PKG-007,350000000003228,2023-04-29 17:55:00,4G,389.58
CDR000075569,81293722990,PKG-007,350000000008638,2023-05-10 16:16:00,3G,1181.13
CDR000075570,82271998920,PKG-005,350000000004862,2023-09-01 09:04:00,4G,1279.32
CDR000075571,81253283491,PKG-003,350000009999999,2023-02-22 19:06:00,4G,1222.84
CDR000075572,85279016805,PKG-004,350000000003816,2023-02-20 04:32:00,3G,2044.18
CDR000075573,82233050288,PKG-010,350000000315098,2023-02-18 01:02:00,3G,970.46
CDR000075574,82250662795,PKG-002,350000000004969,2023-03-30 02:01:00,5G,526.95
CDR000075575,82154497802,PKG-007,350000000006595,2023-11-01 12:15:00,4G,2035.25
CDR000075577,85235578888,PKG-007,350000000096083,2023-03-27 14:08:00,4G,1118.76
CDR000075578,81238239368,PKG-007,350000000318855,2023-03-17 12:01:00,5G,1156.85
CDR000075579,85250732724,PKG-004,350000000250803,2023-11-04 08:05:00,4G,1837.47
CDR000075580,81174505385,PKG-001,350000000002394,2023-04-08 02:17:00,4G,117.23
CDR000075581,82150125862,PKG-004,350000000261350,2023-11-02 12:43:00,4G,1277.87
CDR000075582,81253721373,PKG-001,350000000007283,2023-06-29 14:25:00,5G,1060.61
CDR000075583,82111990212,PKG-001,350000009999999,2023-04-26 15:56:00,4G,828.77
CDR000075584,81229027545,PKG-006,350000000649249,2023-07-01 01:50:00,4G,478.89
CDR000075585,85234899014,PKG-005,350000000006255,2023-06-03 18:43:00,3G,692.93
CDR000075586,81217236026,PKG-005,350000000006783,2023-06-21 18:52:00,4G,1495.97
CDR000075587,85215830445,PKG-009,350000000233169,2023-04-20 06:33:00,5G,1249.77
CDR000075589,81161018788,PKG-006,350000009999999,2023-05-20 16:32:00,3G,1119.35
CDR000075590,82166143555,PKG-006,350000000005956,2023-03-22 14:25:00,4G,2010.74
CDR000075591,81273654938,PKG-009,350000000768709,2023-03-29 10:32:00,4G,779.93
CDR000075592,82188877346,PKG-010,350000000004391,2023-04-10 03:29:00,4G,423.52
CDR000075593,81291579802,PKG-007,350000000001282,2023-08-29 19:54:00,5G,1485.08
CDR000075594,82242308144,PKG-010,350000000008532,2023-11-14 21:51:00,4G,606.29
CDR000075595,82166183045,PKG-008,350000000001546,2023-07-26 05:55:00,3G,1777.88
CDR000075596,85285055758,PKG-004,350000000004251,2023-06-14 03:18:00,5G,1136.68
CDR000075597,81283529134,PKG-006,350000000001968,2023-10-14 15:33:00,4G,1804.75
CDR000075598,82192276366,PKG-010,350000000462296,2023-06-12 22:44:00,3G,616.54
CDR000075599,81159919643,PKG-005,350000000005370,2023-08-18 08:51:00,4G,1274.27
CDR000075600,85257006494,PKG-007,350000000006227,2023-05-15 17:27:00,4G,174.93
CDR000075601,82133090824,PKG-007,350000000002073,2023-08-03 13:27:00,3G,1553.62
CDR000075602,82139501367,PKG-001,350000000005764,2023-03-30 16:53:00,5G,1203.87
CDR000075603,85283465641,PKG-009,350000009999999,2023-09-14 17:43:00,4G,739.89
CDR000075605,82145602562,PKG-009,350000009999999,2023-03-25 20:12:00,4G,985.43
CDR000075606,85220174825,PKG-009,350000000004481,2023-06-18 14:43:00,5G,1068.28
CDR000075607,85219533164,PKG-002,350000000006127,2023-10-04 01:11:00,3G,1256.94
CDR000075608,82155845224,PKG-002,350000000003366,2023-09-16 19:56:00,4G,324.68
CDR000075609,81290802145,PKG-008,350000000004310,2023-02-05 13:51:00,4G,217.99
CDR000075610,85277324647,PKG-008,350000000006546,2023-09-27 13:13:00,4G,1006.34
CDR000075611,85296570316,PKG-001,350000000005912,2023-06-18 07:04:00,4G,1013.31
CDR000075612,85259463639,PKG-007,350000000007998,2023-06-28 17:38:00,5G,734.39
CDR000075613,82127913275,PKG-009,350000000006248,2023-06-27 03:09:00,4G,1964.13
CDR000075614,81246041713,PKG-001,350000000008046,2023-07-25 19:44:00,4G,1749.87
CDR000075615,82217247646,PKG-008,350000009999999,2023-07-03 08:44:00,4G,1120.29
CDR000075616,81296748987,PKG-010,350000000007962,2023-07-25 19:05:00,4G,1384.02
CDR000075617,85267745232,PKG-002,350000000008782,2023-04-17 08:35:00,4G,726.81
CDR000075618,81289200306,PKG-010,350000000003791,2023-10-30 06:46:00,4G,1959.87
CDR000075619,82279964432,PKG-005,350000000001135,2023-05-12 03:07:00,3G,1351.61
CDR000075620,81146482803,PKG-006,350000000007387,2023-09-16 19:34:00,5G,1679.71
CDR000075621,82263071590,PKG-007,350000000003553,2023-05-03 02:51:00,4G,403.94
CDR000075622,82141499843,PKG-003,350000000679868,2023-05-29 21:02:00,4G,189.87
CDR000075623,81233724383,PKG-004,350000000004303,2023-08-02 00:02:00,5G,592.54
CDR000075624,82246835035,PKG-008,350000000001187,2023-09-28 05:45:00,5G,17.43
CDR000075625,82233601271,PKG-008,350000009999999,2023-07-28 05:25:00,4G,326.1
CDR000075626,82184108108,PKG-004,350000000004783,2023-02-21 21:37:00,5G,1443.56
CDR000075628,81239298182,PKG-009,350000000004959,2023-06-06 10:22:00,4G,330.02
CDR000075629,81159655005,PKG-006,350000000112265,2023-07-05 20:38:00,4G,2033.13
CDR000075630,81216207899,PKG-010,350000000008773,2023-07-01 22:53:00,4G,1728.68
CDR000075631,82136058368,PKG-009,350000000008695,2023-04-25 11:36:00,4G,1739.21
CDR000075633,81211441261,PKG-009,350000000750296,2023-10-02 07:23:00,5G,1926.81
CDR000075634,82286334089,PKG-001,350000000833779,2023-08-21 13:00:00,4G,1092.1
CDR000075635,85267090379,PKG-006,350000000002812,2023-05-05 20:17:00,3G,124.77
CDR000075636,81197439568,PKG-008,350000000004854,2023-09-04 17:27:00,4G,463.58
CDR000075637,85278344195,PKG-004,350000009999999,2023-09-03 05:56:00,4G,257.49
CDR000075638,81147500942,PKG-003,350000000004837,2023-09-13 06:57:00,5G,1322.14
CDR000075639,82198585559,PKG-009,350000000001929,2023-11-15 22:21:00,4G,1971.52
CDR000075640,81153350492,PKG-006,350000000461615,2023-09-04 19:05:00,4G,906.35
CDR000075641,82134070825,PKG-008,350000000005706,2023-04-27 01:10:00,5G,204.71
CDR000075642,85290084280,PKG-001,350000000299966,2023-08-18 18:54:00,3G,1004.09
CDR000075643,82246661774,PKG-009,350000000910747,2023-08-24 10:13:00,4G,52.32
CDR000075644,82142935119,PKG-002,350000000123184,2023-04-30 08:01:00,4G,456.44
CDR000075645,81186831578,PKG-003,350000000005399,2023-03-20 04:53:00,4G,824.03
CDR000075646,82259063066,PKG-005,350000000651921,2023-09-11 10:34:00,5G,1660.06
CDR000075647,81162091201,PKG-006,350000000007206,2023-12-13 18:13:00,4G,1141.54
CDR000075648,85268780051,PKG-007,350000000708181,2023-06-15 01:36:00,4G,57.16
CDR000075649,82236923651,PKG-001,350000000004405,2023-06-29 20:23:00,4G,1680.0
CDR000075650,82285517196,PKG-008,350000000002787,2023-01-28 05:58:00,5G,605.63
CDR000075651,85286708479,PKG-005,350000000003048,2023-08-28 20:33:00,3G,632.8
CDR000075652,81122858643,PKG-009,350000000006584,2023-06-02 13:46:00,4G,1315.1
CDR000075653,81186620607,PKG-008,350000000005344,2023-08-05 11:01:00,5G,1877.19
CDR000075654,82262194758,PKG-010,350000000002373,2023-02-08 20:05:00,4G,39.57
CDR000075655,81271146578,PKG-003,350000000003858,2023-09-27 05:08:00,5G,668.01
CDR000075656,81286630285,PKG-001,350000000001184,2023-02-13 03:45:00,4G,338.34
CDR000075657,82179419016,PKG-010,350000000002573,2023-09-19 02:15:00,4G,1954.52
CDR000075658,82261812002,PKG-010,350000000003410,2023-08-13 07:21:00,4G,295.09
CDR000075659,82199301469,PKG-008,350000000006984,2023-02-16 14:47:00,3G,629.6
CDR000075660,85237321791,PKG-003,350000000001467,2023-06-06 05:35:00,4G,1923.59
CDR000075661,85219189587,PKG-004,350000000201072,2023-04-20 13:41:00,5G,738.73
CDR000075662,81273372716,PKG-005,350000000003697,2023-10-14 00:49:00,3G,562.44
CDR000075663,85290462710,PKG-004,350000000006982,2023-09-02 17:47:00,4G,1723.34
CDR000075664,82259577553,PKG-003,350000000003563,2023-05-03 12:31:00,3G,1727.17
CDR000075665,82123203921,PKG-002,350000000003492,2023-08-29 07:35:00,4G,492.11
CDR000075666,85270155812,PKG-007,350000000003609,2023-11-25 01:29:00,4G,205.31
CDR000075667,85259493454,PKG-002,350000000004474,2023-06-29 12:00:00,4G,1129.69
CDR000075668,81290922166,PKG-003,350000000336544,2023-10-18 00:15:00,4G,1847.96
CDR000075669,81275804281,PKG-004,350000000005558,2023-04-06 21:56:00,4G,1476.21
CDR000075670,82166926474,PKG-008,350000000008267,2023-05-30 03:34:00,5G,126.5
CDR000075672,81140886620,PKG-007,350000000637827,2023-06-02 05:39:00,5G,1594.83
CDR000075673,85238161965,PKG-002,350000000006079,2023-09-04 06:12:00,4G,700.61
CDR000075674,81173890046,PKG-001,350000000017840,2023-03-14 02:22:00,4G,1918.96
CDR000075675,85245719060,PKG-004,350000000007036,2023-05-17 08:47:00,5G,654.39
CDR000075676,82198294768,PKG-005,350000000004194,2023-06-28 16:30:00,4G,1037.74
CDR000075677,82174849151,PKG-006,350000000005523,2023-10-08 22:19:00,4G,1602.55
CDR000075678,85221099096,PKG-008,350000000891926,2023-04-26 20:33:00,4G,518.85
CDR000075679,81119403573,PKG-008,350000000004625,2023-06-10 06:20:00,4G,1969.24
CDR000075680,82192179681,PKG-002,350000000766559,2023-09-20 14:55:00,4G,1469.98
CDR000075682,81122789836,PKG-001,350000000001254,2023-08-03 21:33:00,3G,675.74
CDR000075683,85263038053,PKG-006,350000000984378,2023-06-28 06:43:00,3G,468.68
CDR000075685,82149689091,PKG-001,350000000008650,2023-10-06 20:27:00,5G,1574.91
CDR000075686,82155737084,PKG-009,350000000003315,2023-10-21 15:31:00,4G,509.08
CDR000075688,81168760035,PKG-008,350000000896018,2023-05-12 02:31:00,4G,821.69
CDR000075689,82272328563,PKG-002,350000000007113,2023-02-03 21:15:00,3G,810.37
CDR000075690,85259552767,PKG-009,350000000008269,2023-08-29 15:54:00,4G,697.65
CDR000075691,81184518429,PKG-005,350000000071269,2023-05-26 04:04:00,4G,1722.53
CDR000075692,82181596846,PKG-007,350000000007600,2023-02-25 01:34:00,4G,1921.7
CDR000075693,81242814065,PKG-003,350000000005881,2023-10-25 02:49:00,4G,92.8
CDR000075694,81124278811,PKG-007,350000000007768,2023-10-29 20:41:00,4G,134.66
CDR000075695,82179942777,PKG-003,350000009999999,2023-04-08 07:06:00,4G,115.52
CDR000075696,81169344011,PKG-003,350000000007829,2023-04-01 21:55:00,3G,1476.02
CDR000075698,85277024541,PKG-006,350000000002098,2023-06-11 20:54:00,5G,1082.8
CDR000075699,85253685708,PKG-004,350000000007342,2023-10-12 02:33:00,4G,1919.7
CDR000075700,85222789663,PKG-009,350000000003944,2023-10-18 21:50:00,4G,337.28
CDR000075701,81153390580,PKG-005,350000000006696,2023-05-19 18:30:00,4G,1341.21
CDR000075702,85274679711,PKG-010,350000000006536,2023-01-26 08:11:00,4G,865.51
CDR000075703,81113169344,PKG-007,350000000006803,2023-11-26 20:10:00,4G,294.92
CDR000075704,81123567053,PKG-006,350000000002644,2023-03-02 16:48:00,3G,1690.73
CDR000075705,81292516822,PKG-006,350000000001563,2023-02-01 06:53:00,5G,1950.53
CDR000075706,82186085132,PKG-002,350000000008248,2023-10-01 06:42:00,4G,679.56
CDR000075707,82192404387,PKG-009,350000000001981,2023-03-31 07:30:00,4G,341.14
CDR000075708,85233007311,PKG-002,350000000802674,2023-03-17 11:57:00,5G,49.42
CDR000075709,81112240815,PKG-010,350000000001726,2023-03-15 08:31:00,3G,1697.84
CDR000075710,81247342797,PKG-007,350000000003687,2023-07-14 12:10:00,3G,269.22
CDR000075711,81128229082,PKG-002,350000000008064,2023-07-04 03:53:00,5G,1886.91
CDR000075712,82123746792,PKG-008,350000000002917,2023-04-27 07:37:00,4G,2009.44
CDR000075713,81156806222,PKG-001,350000000006559,2023-06-15 18:57:00,3G,1772.14
CDR000075714,82176121041,PKG-009,350000000006763,2023-06-08 12:01:00,4G,373.24
CDR000075715,81227080819,PKG-002,350000000001730,2023-02-21 20:55:00,4G,1137.61
CDR000075716,81153280253,PKG-008,350000000002817,2023-05-02 12:51:00,5G,634.44
CDR000075717,81227730053,PKG-001,350000000355988,2023-04-22 19:15:00,5G,175.4
CDR000075718,85233220094,PKG-008,350000000971709,2023-03-29 16:37:00,3G,1273.64
CDR000075719,85227259269,PKG-008,350000009999999,2023-08-23 01:24:00,4G,535.51
CDR000075720,85247192749,PKG-002,350000000003354,2023-11-09 14:21:00,5G,1847.65
CDR000075721,81148520088,PKG-008,350000000007117,2023-11-26 14:08:00,3G,441.5
CDR000075722,82117257608,PKG-001,350000000001483,2023-03-11 11:44:00,5G,1215.14
CDR000075723,82274290769,PKG-002,350000000004426,2023-08-30 04:35:00,5G,705.53
CDR000075724,82292969040,PKG-005,350000000004400,2023-03-06 16:42:00,5G,1500.74
CDR000075725,82114318953,PKG-004,350000000008484,2023-06-17 10:44:00,4G,963.79
CDR000075726,81156488218,PKG-005,350000000006805,2023-12-14 08:28:00,4G,1369.55
CDR000075727,81266712125,PKG-010,350000000004328,2023-06-29 22:17:00,5G,605.65
CDR000075728,82197255370,PKG-002,350000000008188,2023-06-23 00:35:00,3G,714.36
CDR000075729,82161494816,PKG-003,350000000006110,2023-03-17 10:24:00,4G,939.47
CDR000075730,82287576905,PKG-003,350000000001076,2023-03-14 16:27:00,5G,1409.93
CDR000075731,81119971970,PKG-003,350000000001400,2023-01-19 18:42:00,5G,363.76
CDR000075732,82113381426,PKG-009,350000000004300,2023-05-15 22:43:00,4G,1940.04
CDR000075733,81286244916,PKG-007,350000000001556,2023-02-15 04:57:00,5G,1538.74
CDR000075734,81262381726,PKG-006,350000000007297,2023-03-22 12:37:00,4G,1403.01
CDR000075735,81298591502,PKG-005,350000000302110,2023-07-04 19:39:00,5G,63.24
CDR000075736,81246353152,PKG-007,350000000007928,2023-08-11 04:22:00,3G,1971.64
CDR000075737,81254835741,PKG-001,350000000043426,2023-06-02 02:50:00,4G,1509.78
CDR000075738,82149352390,PKG-009,350000000008084,2023-08-07 00:17:00,4G,1924.62
CDR000075739,81113314681,PKG-006,350000009999999,2023-11-29 01:44:00,4G,484.7
CDR000075740,81114668784,PKG-003,350000000004452,2023-08-25 18:18:00,5G,1013.49
CDR000075741,81252336840,PKG-001,350000000002543,2023-06-19 22:27:00,4G,745.34
CDR000075742,85213194092,PKG-005,350000000824401,2023-06-28 14:50:00,4G,573.11
CDR000075743,82241227545,PKG-003,350000009999999,2023-11-13 09:30:00,4G,418.64
CDR000075744,81190172115,PKG-009,350000000003439,2023-04-30 20:45:00,3G,1906.86
CDR000075745,81129258806,PKG-008,350000000003896,2023-11-17 01:14:00,4G,1393.82
CDR000075746,82272284743,PKG-005,350000000006911,2023-09-10 05:22:00,4G,1439.13
CDR000075747,82221932956,PKG-009,350000000007568,2023-04-26 10:50:00,4G,1294.96
CDR000075748,82139263644,PKG-004,350000000004405,2023-02-19 20:02:00,3G,1577.83
CDR000075749,82118983941,PKG-008,350000000005072,2023-03-20 01:34:00,4G,447.32
CDR000075750,81235762907,PKG-003,350000000002505,2023-11-26 04:10:00,4G,409.31
CDR000075751,85255305930,PKG-008,350000000004731,2023-04-04 10:58:00,3G,1495.63
CDR000075752,82270213303,PKG-006,350000000001299,2023-05-09 04:28:00,3G,199.4
CDR000075753,81263808305,PKG-007,350000000005197,2023-08-11 12:57:00,4G,1255.86
CDR000075754,81146392932,PKG-006,350000000279824,2023-03-14 07:13:00,3G,1359.12
CDR000075755,82275059634,PKG-006,350000000057849,2023-08-01 14:33:00,4G,1422.17
CDR000075756,81156068961,PKG-001,350000000003655,2023-06-13 17:14:00,4G,1125.23
CDR000075757,82116114117,PKG-001,350000000557705,2023-01-25 04:50:00,3G,515.76
CDR000075758,81188870674,PKG-005,350000000007390,2023-02-28 07:20:00,4G,1270.67
CDR000075759,85211873391,PKG-010,350000000005463,2023-05-29 10:25:00,3G,1114.58
CDR000075760,81156455304,PKG-004,350000000005847,2023-10-27 04:43:00,3G,933.22
CDR000075761,81135391412,PKG-006,350000000004393,2023-05-31 16:49:00,4G,1687.45
CDR000075762,82298793801,PKG-009,350000000004355,2023-12-01 11:41:00,4G,1605.34
CDR000075763,81152844903,PKG-010,350000000003867,2023-04-14 10:33:00,3G,1933.92
CDR000075764,82285901427,PKG-006,350000000588474,2023-06-18 00:37:00,4G,1193.72
CDR000075765,85241238397,PKG-004,350000000071483,2023-08-07 17:54:00,4G,1122.72
CDR000075766,85281165341,PKG-002,350000000004429,2023-08-31 09:40:00,5G,185.86
CDR000075767,81141353092,PKG-005,350000000865843,2023-08-21 20:27:00,3G,34.17
CDR000075768,82297570859,PKG-004,350000000005193,2023-10-05 16:31:00,5G,1231.34
CDR000075769,82276438521,PKG-008,350000000007033,2023-09-16 13:31:00,4G,1476.24
CDR000075770,81194841595,PKG-008,350000000008464,2023-09-28 20:53:00,4G,2036.78
CDR000075771,81142086912,PKG-002,350000000006449,2023-07-25 02:50:00,4G,2003.82
CDR000075772,82252188259,PKG-009,350000009999999,2023-10-03 15:05:00,4G,1831.91
CDR000075773,85294609303,PKG-007,350000000008772,2023-06-28 00:29:00,4G,390.12
CDR000075774,85242504281,PKG-009,350000000007379,2023-09-27 06:27:00,4G,653.47
CDR000075775,81148910855,PKG-005,350000000007187,2023-09-05 21:22:00,5G,274.23
CDR000075776,82270137854,PKG-003,350000000813075,2023-11-24 04:29:00,4G,31.92
CDR000075777,82245506949,PKG-005,350000000002980,2023-04-16 22:36:00,4G,980.72
CDR000075778,81179941302,PKG-002,350000000007643,2023-10-29 22:57:00,4G,853.79
CDR000075779,82162756880,PKG-003,350000009999999,2023-05-17 04:47:00,5G,629.62
CDR000075780,85260244274,PKG-003,350000000179815,2023-04-23 19:06:00,4G,925.88
CDR000075781,81170549210,PKG-010,350000000436366,2023-11-21 11:06:00,4G,1449.88
CDR000075782,81197552255,PKG-008,350000000670410,2023-04-15 13:13:00,5G,1758.16
CDR000075783,81177509283,PKG-005,350000000008590,2023-11-04 04:22:00,4G,107.52
CDR000075784,81230444333,PKG-010,350000000794504,2023-06-27 04:42:00,4G,976.89
CDR000075785,81183755482,PKG-007,350000000002439,2023-09-27 08:29:00,3G,274.68
CDR000075786,82156281220,PKG-004,350000000004788,2023-04-18 22:56:00,4G,1475.26
CDR000075787,81260232797,PKG-010,350000000001104,2023-05-31 11:32:00,4G,1269.0
CDR000075788,82288695838,PKG-009,350000000001256,2023-04-29 12:27:00,4G,1618.5
CDR000075789,81282616275,PKG-005,350000000007181,2023-02-21 20:28:00,4G,971.87
CDR000075790,85243879903,PKG-003,350000000002233,2023-07-15 16:34:00,3G,1038.65
CDR000075791,85269280096,PKG-003,350000000005920,2023-02-01 12:56:00,4G,794.01
CDR000075792,81183147493,PKG-002,350000000007292,2023-06-15 09:14:00,4G,21.81
CDR000075793,82129931211,PKG-005,350000000006113,2023-07-27 11:40:00,4G,282.95
CDR000075794,85234560142,PKG-002,350000000464737,2023-11-08 08:12:00,4G,811.03
